"Statistic","Year","County","Dwelling Status","Stamp Duty Event","Type of Buyer","Type of Sale","UNIT","VALUE"
"Median Price","2014","Limerick","All Dwelling Statuses","Executions","Household Buyer - All","Market","Euro","110000"
"Median Price","2014","Limerick","All Dwelling Statuses","Executions","Household Buyer - All","Non-Market","Euro","0"
"Median Price","2014","Limerick","All Dwelling Statuses","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro","119000"
"Median Price","2014","Limerick","All Dwelling Statuses","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Market","Euro","125000"
"Median Price","2014","Limerick","All Dwelling Statuses","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Non-Market","Euro","11000"
"Median Price","2014","Limerick","All Dwelling Statuses","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Euro","106500"
"Median Price","2014","Limerick","All Dwelling Statuses","Executions","Household Buyer - Former Owner-Occupier","Market","Euro","133750"
"Median Price","2014","Limerick","All Dwelling Statuses","Executions","Household Buyer - Former Owner-Occupier","Non-Market","Euro","0"
"Median Price","2014","Limerick","All Dwelling Statuses","Executions","Household Buyer - Non-Occupier","All Sale Types","Euro","65000"
"Median Price","2014","Limerick","All Dwelling Statuses","Executions","Household Buyer - Non-Occupier","Market","Euro","70000"
"Median Price","2014","Limerick","All Dwelling Statuses","Executions","Household Buyer - Non-Occupier","Non-Market","Euro","0"
"Median Price","2014","Limerick","All Dwelling Statuses","Executions","Non-Household Buyer","All Sale Types","Euro","75000"
"Median Price","2014","Limerick","All Dwelling Statuses","Executions","Non-Household Buyer","Market","Euro","75000"
"Median Price","2014","Limerick","All Dwelling Statuses","Executions","Non-Household Buyer","Non-Market","Euro","47500"
"Median Price","2014","Limerick","New","Filings","All Buyer Types","All Sale Types","Euro","112365"
"Median Price","2014","Limerick","New","Filings","All Buyer Types","Market","Euro","115346"
"Median Price","2014","Limerick","New","Filings","All Buyer Types","Non-Market","Euro","0"
"Median Price","2014","Limerick","New","Filings","Household Buyer - All","All Sale Types","Euro","115346"
"Median Price","2014","Limerick","New","Filings","Household Buyer - All","Market","Euro","127000"
"Median Price","2014","Limerick","New","Filings","Household Buyer - All","Non-Market","Euro","0"
"Median Price","2014","Limerick","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro","116735"
"Median Price","2014","Limerick","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Market","Euro","129000"
"Median Price","2014","Limerick","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Non-Market","Euro","73038"
"Median Price","2014","Limerick","New","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Euro","130525"
"Median Price","2014","Limerick","New","Filings","Household Buyer - Former Owner-Occupier","Market","Euro","147500"
"Median Price","2014","Limerick","New","Filings","Household Buyer - Former Owner-Occupier","Non-Market","Euro","0"
"Median Price","2014","Limerick","New","Filings","Household Buyer - Non-Occupier","All Sale Types","Euro","75000"
"Median Price","2014","Limerick","New","Filings","Household Buyer - Non-Occupier","Market","Euro","85125"
"Median Price","2014","Limerick","New","Filings","Household Buyer - Non-Occupier","Non-Market","Euro","37500"
"Median Price","2014","Limerick","New","Filings","Non-Household Buyer","All Sale Types","Euro","104182"
"Median Price","2014","Limerick","New","Filings","Non-Household Buyer","Market","Euro","104182"
"Median Price","2014","Limerick","New","Filings","Non-Household Buyer","Non-Market","Euro",""
"Median Price","2014","Limerick","New","Executions","All Buyer Types","All Sale Types","Euro","106912"
"Median Price","2014","Limerick","New","Executions","All Buyer Types","Market","Euro","113500"
"Median Price","2014","Limerick","New","Executions","All Buyer Types","Non-Market","Euro","0"
"Median Price","2014","Limerick","New","Executions","Household Buyer - All","All Sale Types","Euro","113500"
"Median Price","2014","Limerick","New","Executions","Household Buyer - All","Market","Euro","118841"
"Median Price","2014","Limerick","New","Executions","Household Buyer - All","Non-Market","Euro","0"
"Median Price","2014","Limerick","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro","137047"
"Median Price","2014","Limerick","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Market","Euro","143568"
"Median Price","2014","Limerick","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Non-Market","Euro","0"
"Median Price","2014","Limerick","New","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Euro","124850"
"Median Price","2014","Limerick","New","Executions","Household Buyer - Former Owner-Occupier","Market","Euro","147500"
"Median Price","2014","Limerick","New","Executions","Household Buyer - Former Owner-Occupier","Non-Market","Euro","0"
"Median Price","2014","Limerick","New","Executions","Household Buyer - Non-Occupier","All Sale Types","Euro","40565"
"Median Price","2014","Limerick","New","Executions","Household Buyer - Non-Occupier","Market","Euro","40565"
"Median Price","2014","Limerick","New","Executions","Household Buyer - Non-Occupier","Non-Market","Euro","37500"
"Median Price","2014","Limerick","New","Executions","Non-Household Buyer","All Sale Types","Euro","104182"
"Median Price","2014","Limerick","New","Executions","Non-Household Buyer","Market","Euro","104182"
"Median Price","2014","Limerick","New","Executions","Non-Household Buyer","Non-Market","Euro",""
"Median Price","2014","Limerick","Existing","Filings","All Buyer Types","All Sale Types","Euro","86500"
"Median Price","2014","Limerick","Existing","Filings","All Buyer Types","Market","Euro","101000"
"Median Price","2014","Limerick","Existing","Filings","All Buyer Types","Non-Market","Euro","0"
"Median Price","2014","Limerick","Existing","Filings","Household Buyer - All","All Sale Types","Euro","94875"
"Median Price","2014","Limerick","Existing","Filings","Household Buyer - All","Market","Euro","114000"
"Median Price","2014","Limerick","Existing","Filings","Household Buyer - All","Non-Market","Euro","0"
"Median Price","2014","Limerick","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro","117500"
"Median Price","2014","Limerick","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Market","Euro","125000"
"Median Price","2014","Limerick","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Non-Market","Euro","6000"
"Median Price","2014","Limerick","Existing","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Euro","109000"
"Median Price","2014","Limerick","Existing","Filings","Household Buyer - Former Owner-Occupier","Market","Euro","135000"
"Median Price","2014","Limerick","Existing","Filings","Household Buyer - Former Owner-Occupier","Non-Market","Euro","0"
"Median Price","2014","Limerick","Existing","Filings","Household Buyer - Non-Occupier","All Sale Types","Euro","66111"
"Median Price","2014","Limerick","Existing","Filings","Household Buyer - Non-Occupier","Market","Euro","74000"
"Median Price","2014","Limerick","Existing","Filings","Household Buyer - Non-Occupier","Non-Market","Euro","0"
"Median Price","2014","Limerick","Existing","Filings","Non-Household Buyer","All Sale Types","Euro","75000"
"Median Price","2014","Limerick","Existing","Filings","Non-Household Buyer","Market","Euro","75000"
"Median Price","2014","Limerick","Existing","Filings","Non-Household Buyer","Non-Market","Euro","47500"
"Median Price","2014","Limerick","Existing","Executions","All Buyer Types","All Sale Types","Euro","85000"
"Median Price","2014","Limerick","Existing","Executions","All Buyer Types","Market","Euro","97500"
"Median Price","2014","Limerick","Existing","Executions","All Buyer Types","Non-Market","Euro","0"
"Median Price","2014","Limerick","Existing","Executions","Household Buyer - All","All Sale Types","Euro","90000"
"Median Price","2014","Limerick","Existing","Executions","Household Buyer - All","Market","Euro","110000"
"Median Price","2014","Limerick","Existing","Executions","Household Buyer - All","Non-Market","Euro","0"
"Median Price","2014","Limerick","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro","117000"
"Median Price","2014","Limerick","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Market","Euro","122000"
"Median Price","2014","Limerick","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Non-Market","Euro","12000"
"Median Price","2014","Limerick","Existing","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Euro","105000"
"Median Price","2014","Limerick","Existing","Executions","Household Buyer - Former Owner-Occupier","Market","Euro","130500"
"Median Price","2014","Limerick","Existing","Executions","Household Buyer - Former Owner-Occupier","Non-Market","Euro","0"
"Median Price","2014","Limerick","Existing","Executions","Household Buyer - Non-Occupier","All Sale Types","Euro","65000"
"Median Price","2014","Limerick","Existing","Executions","Household Buyer - Non-Occupier","Market","Euro","70000"
"Median Price","2014","Limerick","Existing","Executions","Household Buyer - Non-Occupier","Non-Market","Euro","0"
"Median Price","2014","Limerick","Existing","Executions","Non-Household Buyer","All Sale Types","Euro","75000"
"Median Price","2014","Limerick","Existing","Executions","Non-Household Buyer","Market","Euro","75000"
"Median Price","2014","Limerick","Existing","Executions","Non-Household Buyer","Non-Market","Euro","47500"
"Median Price","2015","Limerick","All Dwelling Statuses","Filings","All Buyer Types","All Sale Types","Euro","95000"
"Median Price","2015","Limerick","All Dwelling Statuses","Filings","All Buyer Types","Market","Euro","117000"
"Median Price","2015","Limerick","All Dwelling Statuses","Filings","All Buyer Types","Non-Market","Euro","8513"
"Median Price","2015","Limerick","All Dwelling Statuses","Filings","Household Buyer - All","All Sale Types","Euro","100000"
"Median Price","2015","Limerick","All Dwelling Statuses","Filings","Household Buyer - All","Market","Euro","124250"
"Median Price","2015","Limerick","All Dwelling Statuses","Filings","Household Buyer - All","Non-Market","Euro","8455"
"Median Price","2015","Limerick","All Dwelling Statuses","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro","135000"
"Median Price","2015","Limerick","All Dwelling Statuses","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Market","Euro","136000"
"Median Price","2015","Limerick","All Dwelling Statuses","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Non-Market","Euro","60000"
"Median Price","2015","Limerick","All Dwelling Statuses","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Euro","118000"
"Median Price","2015","Limerick","All Dwelling Statuses","Filings","Household Buyer - Former Owner-Occupier","Market","Euro","140000"
"Median Price","2015","Limerick","All Dwelling Statuses","Filings","Household Buyer - Former Owner-Occupier","Non-Market","Euro","0"
"Median Price","2015","Limerick","All Dwelling Statuses","Filings","Household Buyer - Non-Occupier","All Sale Types","Euro","60000"
"Median Price","2015","Limerick","All Dwelling Statuses","Filings","Household Buyer - Non-Occupier","Market","Euro","80000"
"Median Price","2015","Limerick","All Dwelling Statuses","Filings","Household Buyer - Non-Occupier","Non-Market","Euro","15000"
"Median Price","2015","Limerick","All Dwelling Statuses","Filings","Non-Household Buyer","All Sale Types","Euro","67806"
"Median Price","2015","Limerick","All Dwelling Statuses","Filings","Non-Household Buyer","Market","Euro","67806"
"Median Price","2015","Limerick","All Dwelling Statuses","Filings","Non-Household Buyer","Non-Market","Euro","21850"
"Median Price","2015","Limerick","All Dwelling Statuses","Executions","All Buyer Types","All Sale Types","Euro","102000"
"Median Price","2015","Limerick","All Dwelling Statuses","Executions","All Buyer Types","Market","Euro","123750"
