Statistic,Month,Age Group,Sex,UNIT,VALUE
Seasonally Adjusted Monthly Unemployment Rate,2019M10,25 - 74 years,Both sexes,%,3.8
Seasonally Adjusted Monthly Unemployment Rate,2019M10,25 - 74 years,Male,%,4
Seasonally Adjusted Monthly Unemployment Rate,2019M10,25 - 74 years,Female,%,3.6
Seasonally Adjusted Monthly Unemployment Rate,2019M11,15 - 24 years,Both sexes,%,10.7
Seasonally Adjusted Monthly Unemployment Rate,2019M11,15 - 24 years,Male,%,11.5
Seasonally Adjusted Monthly Unemployment Rate,2019M11,15 - 24 years,Female,%,9.8
Seasonally Adjusted Monthly Unemployment Rate,2019M11,15 - 74 years,Both sexes,%,4.7
Seasonally Adjusted Monthly Unemployment Rate,2019M11,15 - 74 years,Male,%,4.8
Seasonally Adjusted Monthly Unemployment Rate,2019M11,15 - 74 years,Female,%,4.6
Seasonally Adjusted Monthly Unemployment Rate,2019M11,25 - 74 years,Both sexes,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2019M11,25 - 74 years,Male,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2019M11,25 - 74 years,Female,%,3.8
Seasonally Adjusted Monthly Unemployment Rate,2019M12,15 - 24 years,Both sexes,%,11.1
Seasonally Adjusted Monthly Unemployment Rate,2019M12,15 - 24 years,Male,%,12.3
Seasonally Adjusted Monthly Unemployment Rate,2019M12,15 - 24 years,Female,%,9.9
Seasonally Adjusted Monthly Unemployment Rate,2019M12,15 - 74 years,Both sexes,%,4.8
Seasonally Adjusted Monthly Unemployment Rate,2019M12,15 - 74 years,Male,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2019M12,15 - 74 years,Female,%,4.7
Seasonally Adjusted Monthly Unemployment Rate,2019M12,25 - 74 years,Both sexes,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2019M12,25 - 74 years,Male,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2019M12,25 - 74 years,Female,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2020M01,15 - 24 years,Both sexes,%,11.8
Seasonally Adjusted Monthly Unemployment Rate,2020M01,15 - 24 years,Male,%,13.7
Seasonally Adjusted Monthly Unemployment Rate,2020M01,15 - 24 years,Female,%,9.7
Seasonally Adjusted Monthly Unemployment Rate,2020M01,15 - 74 years,Both sexes,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2020M01,15 - 74 years,Male,%,5.1
Seasonally Adjusted Monthly Unemployment Rate,2020M01,15 - 74 years,Female,%,4.7
Seasonally Adjusted Monthly Unemployment Rate,2020M01,25 - 74 years,Both sexes,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2020M01,25 - 74 years,Male,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2020M01,25 - 74 years,Female,%,4
Seasonally Adjusted Monthly Unemployment Rate,2020M02,15 - 24 years,Both sexes,%,11.9
Seasonally Adjusted Monthly Unemployment Rate,2020M02,15 - 24 years,Male,%,13.6
Seasonally Adjusted Monthly Unemployment Rate,2020M02,15 - 24 years,Female,%,10.1
Seasonally Adjusted Monthly Unemployment Rate,2020M02,15 - 74 years,Both sexes,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2020M02,15 - 74 years,Male,%,5.1
Seasonally Adjusted Monthly Unemployment Rate,2020M02,15 - 74 years,Female,%,4.7
Seasonally Adjusted Monthly Unemployment Rate,2020M02,25 - 74 years,Both sexes,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2020M02,25 - 74 years,Male,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2020M02,25 - 74 years,Female,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2020M03,15 - 24 years,Both sexes,%,12.6
Seasonally Adjusted Monthly Unemployment Rate,2020M03,15 - 24 years,Male,%,13.4
Seasonally Adjusted Monthly Unemployment Rate,2020M03,15 - 24 years,Female,%,11.7
Seasonally Adjusted Monthly Unemployment Rate,2020M03,15 - 74 years,Both sexes,%,5
Seasonally Adjusted Monthly Unemployment Rate,2020M03,15 - 74 years,Male,%,5.1
Seasonally Adjusted Monthly Unemployment Rate,2020M03,15 - 74 years,Female,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2020M03,25 - 74 years,Both sexes,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2020M03,25 - 74 years,Male,%,4
Seasonally Adjusted Monthly Unemployment Rate,2020M03,25 - 74 years,Female,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2020M04,15 - 24 years,Both sexes,%,13.1
Seasonally Adjusted Monthly Unemployment Rate,2020M04,15 - 24 years,Male,%,12.1
Seasonally Adjusted Monthly Unemployment Rate,2020M04,15 - 24 years,Female,%,14.1
